Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Uzbekistan, R",UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.70987,93.87396,90.8622,91.90801,92.69571,94.30893,95.6141,96.87748,97.16237,97.5543,98.59284,96.84487,,
St Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,93.68442,,96.97578,,,,,,,,99.48393,,,,,,98.18763,,99.00392,99.40047,99.32057,98.2209,,98.75979,98.18082,99.28309,99.46461,99.23347,99.68904,96.87636,,97.95395,97.41197,98.49428,,,
"Venezuela, R",VEN,,74.91528,75.79483,75.95367,74.78064,75.52789,78.19822,79.39524,80.80097,81.7203,,,,,,,,,,,,,,,,,,,,86.88182,89.38185,93.94543,94.882,93.39222,93.52701,92.20674,92.8488,93.87701,92.01702,94.04567,94.85902,94.7808,94.63712,93.69849,93.43597,93.25251,91.20013,89.68011,,,
B. Virgin Islands,VGB,,,,,,,,,,,,,,88.77666,87.32153,97.74957,,,,,98.26091,99.64743,99.66632,,96.60036,,,,,98.021,83.77107,88.7281,97.93341,95.21401,,89.76744,88.73293,,,93.49986,,95.64685,94.40262,96.59166,93.82196,,,,,,
"Vietnam, SR",VNM,,,,,,,,97.36256,90.53762,,,93.9429,,,,91.42218,,,,,,,,,,,,,99.86392,99.62911,98.41237,97.02911,93.92612,,,91.37198,92.38438,,97.7951,99.01792,98.13881,99.40088,98.20156,100,,,,,,,
"Vanuatu, R",VUT,,,,,,,,,,,,85.08676,,,,,,,,75.10924,,,,,,,,,98.05453,97.64269,99.32524,99.56626,99.21647,99.66972,97.61705,99.14624,,,,,,,,,,92.14772,,,,,
"Samoa, Ind State",SAM,,,,,,,,,,,,,,,,,,,,,,,,,93.37603,,,,96.26239,92.69099,97.56589,97.62354,,,,,,98.36925,,99.73137,96.76932,95.02871,96.10841,,97.2898,97.3378,96.35006,96.20166,95.74675,,
"South Africa, R",ZAF,67.66915,,,,,,,,,,,,,,,,,,,,,87.11419,,,89.11627,89.7386,,,90.18257,91.34268,90.13609,91.01729,92.15813,93.51398,94.32623,94.48742,,,,,,,,,,95.64551,,92.44938,,,
"Yemen, R",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1541,,65.64795,,71.93769,74.80731,76.95619,,,77.17193,,82.16633,,85.51713,85.92765,,,84.39664,,,,
Zambia R,ZMB,,,76.32854,,,,79.03076,79.06834,78.00978,77.52895,77.49769,77.54903,77.42984,78.98378,80.04986,,81.30017,,79.22874,,,,,,72.80447,71.00091,,,68.28556,66.95896,66.94255,66.77464,69.81638,,82.63401,90.96693,89.24665,91.74412,92.16696,88.9414,86.01501,89.55993,90.88259,88.23347,,,,85.10354,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1995,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
